"Covariate","All Companies","AllInd_T","AllInd_P","Top 100 Companies","Top100_T","Top100_P"
"Intercept",0.472537385607935,52.6477754629072,0,0.470314612127291,52.6477754629072,0
"Is_Industry",-0.0338150557429833,-1.08941034805434,0.275972970124072,NA,NA,NA
"Is_Top100_Industry",NA,NA,NA,-0.0427316987650594,-1.08941034805434,0.559188624765887
