"Covariate","All Companies","AllInd_T","AllInd_P","Top 100 Companies","Top100_T","Top100_P"
"Intercept",0.235923787177343,42.6231739398746,0,0.241788372928364,42.6231739398746,0
"Is_Industry",0.202798452837544,6.71027955590469,1.94251900294269e-11,NA,NA,NA
"Is_Top100_Industry",NA,NA,NA,0.185794463685769,6.71027955590469,0.0107602589718467
